Frame,YOLO_ms,Lane_ms,BEV_ms,Total_ms,FPS
2462,40.79,40.67,1.33,83.46,11.98
2463,23.28,40.68,1.28,65.89,15.18
2464,27.64,36.75,1.65,66.89,14.95
2465,27.42,43.4,1.39,72.97,13.7
2466,23.67,45.98,1.08,71.39,14.01
2467,34.11,45.47,1.66,81.94,12.2
2468,37.61,38.46,1.65,78.45,12.75
2469,37.1,26.55,0.93,65.02,15.38
2470,16.7,25.95,0.92,44.03,22.71
2471,18.19,26.09,0.88,45.58,21.94
2472,16.22,26.22,0.65,43.45,23.02
2473,17.52,27.82,0.97,46.73,21.4
2474,16.25,25.11,0.59,42.34,23.62
2475,19.89,28.5,0.91,49.76,20.1
2476,17.81,24.76,0.88,43.88,22.79
2477,17.98,27.63,0.98,47.01,21.27
2478,16.48,26.17,0.92,44.02,22.72
2479,19.7,26.36,1.01,47.57,21.02
2480,17.39,23.7,0.83,42.36,23.61
2481,17.76,39.32,1.97,60.05,16.65
2482,16.89,26.69,0.88,44.93,22.26
2483,18.0,26.04,1.13,45.89,21.79
2484,17.82,24.42,0.91,43.58,22.95
2485,17.09,29.57,0.85,47.96,20.85
2486,17.69,27.0,0.9,46.01,21.73
2487,18.79,26.38,1.08,46.76,21.38
2488,17.89,25.53,0.91,44.8,22.32
2489,18.37,29.16,0.91,48.85,20.47
2490,16.64,27.19,0.89,45.15,22.15
2491,17.99,27.23,0.92,46.56,21.48
2492,17.03,26.86,0.89,45.2,22.13
2493,16.63,29.69,1.08,47.95,20.85
2494,16.76,25.08,0.88,43.17,23.16
2495,18.2,26.86,0.99,46.51,21.5
2496,20.72,33.36,0.97,55.48,18.03
2497,17.38,23.67,0.79,42.26,23.66
2498,16.0,28.44,1.15,46.14,21.67
2499,17.46,26.6,1.09,45.72,21.87
2500,17.15,25.93,0.83,44.34,22.55
2501,17.31,25.33,0.98,44.04,22.7
2502,16.74,24.31,1.17,42.78,23.38
2503,19.18,27.29,0.76,47.67,20.98
2504,16.33,25.2,0.77,42.74,23.4
2505,20.23,24.08,0.72,45.44,22.01
2506,17.7,24.89,0.83,43.87,22.79
2507,19.74,27.25,0.53,47.85,20.9
2508,18.54,25.13,1.05,45.25,22.1
2509,17.33,24.78,0.57,43.07,23.22
2510,16.25,24.47,0.52,41.6,24.04
2511,16.23,37.68,0.7,55.35,18.07
2512,17.48,28.77,0.67,47.33,21.13
2513,18.39,25.72,0.81,45.35,22.05
2514,11.6,25.67,0.74,38.39,26.05
2515,17.82,25.32,0.65,44.16,22.65
2516,13.22,24.62,0.68,38.87,25.73
